File Version,Hardware Type,Model,Data Logger Name,Serial Number,Sample Rate,Total Alarms
1,3,EL-SIE-2+,UM_WG,24de6b085df773dd,600,2,

Channel Number,Channel Name,Channel Type
1,Temperature,1
2,Humidity,2
3,Dew Point,4

Channel Number,Channel Name,Alarm Type,High Threshold,Low Threshold,Delay,Hold
1,Temperature,High Alarm,70.00,,0,0
1,Temperature,Low Alarm,,64.00,0,0

Reading,Date / Time (UTC),Channel 1 (°F),Channel 2 (%RH),Channel 3 (°F),
3553,2022/07/05 08:05:36,70.33,50.5,51.07,
3554,2022/07/05 08:15:36,70.46,50.4,51.15,
3555,2022/07/05 08:25:36,70.33,50.6,51.13,
3556,2022/07/05 08:35:36,70.15,50.8,51.07,
3557,2022/07/05 08:45:36,69.97,50.9,50.96,
3558,2022/07/05 08:55:36,69.82,51.1,50.93,
3559,2022/07/05 09:05:36,69.72,51.3,50.95,
3560,2022/07/05 09:15:36,69.69,51.5,51.02,
3561,2022/07/05 09:25:36,69.79,51.4,51.05,
3562,2022/07/05 09:35:36,70.00,51.2,51.15,
3563,2022/07/05 09:45:36,70.20,51.0,51.23,
3564,2022/07/05 09:55:36,70.28,50.9,51.25,
3565,2022/07/05 10:05:36,70.23,51.0,51.26,
3566,2022/07/05 10:15:36,70.05,51.2,51.20,
3567,2022/07/05 10:25:36,69.87,51.4,51.14,
3568,2022/07/05 10:35:36,69.77,51.5,51.09,
3569,2022/07/05 10:45:36,69.59,51.6,50.98,
3570,2022/07/05 10:55:36,69.59,51.9,51.13,
3571,2022/07/05 11:05:36,69.67,51.8,51.16,
3572,2022/07/05 11:15:36,69.87,51.6,51.24,
3573,2022/07/05 11:25:36,70.03,51.4,51.29,
3574,2022/07/05 11:35:36,70.25,51.3,51.43,
3575,2022/07/05 11:45:36,70.20,51.3,51.38,
3576,2022/07/05 11:55:36,70.05,51.5,51.36,
3577,2022/07/05 12:05:36,69.90,51.7,51.33,
3578,2022/07/05 12:15:36,69.79,51.8,51.26,
3579,2022/07/05 12:25:36,69.62,52.1,51.27,
3580,2022/07/05 12:35:36,69.54,52.2,51.26,
3581,2022/07/05 12:45:36,69.46,52.3,51.22,
3582,2022/07/05 12:55:36,69.39,52.5,51.26,
3583,2022/07/05 13:05:36,69.36,52.6,51.30,
3584,2022/07/05 13:15:36,69.52,52.5,51.38,
3585,2022/07/05 13:25:36,69.72,52.2,51.42,
3586,2022/07/05 13:35:36,69.92,52.0,51.50,
3587,2022/07/05 13:45:36,70.08,51.8,51.55,
3588,2022/07/05 13:55:36,70.23,51.6,51.58,
3589,2022/07/05 14:05:36,70.10,51.7,51.51,
3590,2022/07/05 14:15:36,69.95,51.9,51.47,
3591,2022/07/05 14:25:36,69.79,52.0,51.37,
3592,2022/07/05 14:35:36,69.64,52.1,51.29,
3593,2022/07/05 14:45:36,69.62,52.2,51.32,
3594,2022/07/05 14:55:36,69.54,52.2,51.26,
3595,2022/07/05 15:05:36,69.52,52.3,51.27,
3596,2022/07/05 15:15:36,69.59,52.4,51.39,
3597,2022/07/05 15:25:36,69.79,52.2,51.47,
3598,2022/07/05 15:35:36,70.28,51.8,51.73,
3599,2022/07/05 15:45:36,70.68,51.3,51.83,
3600,2022/07/05 15:55:36,71.12,50.9,52.02,
3601,2022/07/05 16:05:36,71.29,50.6,52.02,
3602,2022/07/05 16:15:36,71.35,50.6,52.07,
3603,2022/07/05 16:25:36,71.25,50.7,52.04,
3604,2022/07/05 16:35:36,71.15,50.8,52.00,
3605,2022/07/05 16:45:36,71.02,50.9,51.94,
3606,2022/07/05 16:55:36,70.99,50.9,51.90,
3607,2022/07/05 17:05:36,70.94,51.0,51.90,
3608,2022/07/05 17:15:36,70.89,51.0,51.87,
3609,2022/07/05 17:25:36,70.78,51.1,51.81,
3610,2022/07/05 17:35:36,70.76,51.1,51.79,
3611,2022/07/05 17:45:36,70.63,51.2,51.73,
3612,2022/07/05 17:55:36,70.61,51.2,51.71,
3613,2022/07/05 18:05:36,70.53,51.2,51.65,
3614,2022/07/05 18:15:36,70.51,51.3,51.67,
3615,2022/07/05 18:25:36,70.51,51.3,51.67,
3616,2022/07/05 18:35:36,70.53,51.3,51.70,
3617,2022/07/05 18:45:36,70.51,51.4,51.72,
3618,2022/07/05 18:55:36,70.48,51.4,51.70,
3619,2022/07/05 19:05:36,70.38,51.4,51.60,
3620,2022/07/05 19:15:36,70.35,51.5,51.64,
3621,2022/07/05 19:25:36,70.38,51.6,51.71,
3622,2022/07/05 19:35:36,70.30,51.5,51.59,
3623,2022/07/05 19:45:36,70.23,51.5,51.52,
3624,2022/07/05 19:55:36,70.18,51.6,51.52,
3625,2022/07/05 20:05:36,70.13,51.6,51.48,
3626,2022/07/05 20:15:36,70.13,51.6,51.48,
3627,2022/07/05 20:25:36,70.03,51.7,51.44,
3628,2022/07/05 20:35:36,69.97,51.7,51.38,
3629,2022/07/05 20:45:36,69.97,51.7,51.38,
3630,2022/07/05 20:55:36,69.92,51.7,51.34,
3631,2022/07/05 21:05:36,69.90,51.8,51.38,
3632,2022/07/05 21:15:36,69.97,51.8,51.43,
3633,2022/07/05 21:25:36,70.18,51.7,51.58,
3634,2022/07/05 21:35:36,70.35,51.4,51.59,
3635,2022/07/05 21:45:36,70.56,51.2,51.66,
3636,2022/07/05 21:55:36,70.76,50.9,51.69,
3637,2022/07/05 22:05:36,70.68,50.8,51.57,
3638,2022/07/05 22:15:36,70.58,50.9,51.52,
3639,2022/07/05 22:25:36,70.46,51.0,51.47,
3640,2022/07/05 22:35:36,70.25,51.1,51.33,
3641,2022/07/05 22:45:36,70.13,51.2,51.27,
3642,2022/07/05 22:55:36,70.00,51.3,51.20,
3643,2022/07/05 23:05:36,69.92,51.3,51.13,
3644,2022/07/05 23:15:36,69.87,51.4,51.14,
3645,2022/07/05 23:25:36,69.84,51.4,51.10,
3646,2022/07/05 23:35:36,69.82,51.4,51.09,
3647,2022/07/05 23:45:36,69.90,51.4,51.17,
3648,2022/07/05 23:55:36,70.08,51.2,51.23,
3649,2022/07/06 00:05:36,70.28,51.0,51.31,
3650,2022/07/06 00:15:36,70.43,50.8,51.33,
3651,2022/07/06 00:25:36,70.68,50.6,51.46,
3652,2022/07/06 00:35:36,70.73,50.5,51.46,
3653,2022/07/06 00:45:36,70.68,50.5,51.41,
3654,2022/07/06 00:55:36,70.51,50.5,51.24,
3655,2022/07/06 01:05:36,70.38,50.6,51.18,
3656,2022/07/06 01:15:36,70.20,50.7,51.07,
3657,2022/07/06 01:25:36,70.08,50.7,50.97,
3658,2022/07/06 01:35:36,70.00,50.7,50.88,
3659,2022/07/06 01:45:36,69.90,50.8,50.85,
3660,2022/07/06 01:55:36,69.79,50.9,50.79,
3661,2022/07/06 02:05:36,69.74,51.0,50.81,
3662,2022/07/06 02:15:36,69.79,51.0,50.84,
3663,2022/07/06 02:25:36,69.87,51.0,50.93,
3664,2022/07/06 02:35:36,70.08,50.9,51.07,
3665,2022/07/06 02:45:36,70.30,50.7,51.16,
3666,2022/07/06 02:55:36,70.53,50.5,51.27,
3667,2022/07/06 03:05:36,70.63,50.4,51.30,
3668,2022/07/06 03:15:36,70.56,50.4,51.24,
3669,2022/07/06 03:25:36,70.33,50.5,51.07,
3670,2022/07/06 03:35:36,70.20,50.6,51.01,
3671,2022/07/06 03:45:36,70.10,50.6,50.93,
3672,2022/07/06 03:55:36,69.92,50.7,50.82,
3673,2022/07/06 04:05:36,69.95,50.7,50.83,
3674,2022/07/06 04:15:36,69.79,50.8,50.74,
3675,2022/07/06 04:25:36,69.72,50.8,50.69,
3676,2022/07/06 04:35:36,69.67,50.8,50.64,
3677,2022/07/06 04:45:36,69.74,50.9,50.76,
3678,2022/07/06 04:55:36,70.00,50.7,50.88,
3679,2022/07/06 05:05:36,70.20,50.4,50.91,
3680,2022/07/06 05:15:36,70.38,50.2,50.96,
3681,2022/07/06 05:25:36,70.40,50.1,50.93,
3682,2022/07/06 05:35:36,70.30,50.2,50.90,
3683,2022/07/06 05:45:36,70.15,50.3,50.80,
3684,2022/07/06 05:55:36,69.97,50.4,50.69,
3685,2022/07/06 06:05:36,69.82,50.5,50.61,
3686,2022/07/06 06:15:36,69.72,50.5,50.53,
3687,2022/07/06 06:25:36,69.64,50.7,50.55,
3688,2022/07/06 06:35:36,69.67,50.7,50.59,
3689,2022/07/06 06:45:36,69.84,50.4,50.57,
3690,2022/07/06 06:55:36,70.08,50.2,50.70,
3691,2022/07/06 07:05:36,70.28,49.9,50.72,
3692,2022/07/06 07:15:36,70.46,49.7,50.78,
3693,2022/07/06 07:25:36,70.30,49.6,50.57,
3694,2022/07/06 07:35:36,70.18,49.8,50.57,
3695,2022/07/06 07:45:36,70.05,49.8,50.45,
3696,2022/07/06 07:55:36,69.84,49.9,50.30,
3697,2022/07/06 08:05:36,69.74,50.0,50.28,
3698,2022/07/06 08:15:36,69.62,50.1,50.21,
3699,2022/07/06 08:25:36,69.62,50.2,50.27,
3700,2022/07/06 08:35:36,69.67,50.2,50.32,
3701,2022/07/06 08:45:36,69.87,50.1,50.45,
3702,2022/07/06 08:55:36,70.10,49.9,50.55,
3703,2022/07/06 09:05:36,70.25,49.7,50.58,
3704,2022/07/06 09:15:36,70.40,49.6,50.66,
3705,2022/07/06 09:25:36,70.46,49.6,50.72,
3706,2022/07/06 09:35:36,70.23,49.6,50.51,
3707,2022/07/06 09:45:36,70.05,49.7,50.40,
3708,2022/07/06 09:55:36,69.95,49.8,50.35,
3709,2022/07/06 10:05:36,69.82,49.9,50.29,
3710,2022/07/06 10:15:36,69.64,50.0,50.18,
3711,2022/07/06 10:25:36,69.64,50.1,50.23,
3712,2022/07/06 10:35:36,69.62,50.1,50.21,
3713,2022/07/06 10:45:36,69.84,50.0,50.36,
3714,2022/07/06 10:55:36,70.08,49.8,50.48,
3715,2022/07/06 11:05:36,70.33,49.6,50.59,
3716,2022/07/06 11:15:36,70.28,49.7,50.61,
3717,2022/07/06 11:25:36,70.10,49.8,50.50,
3718,2022/07/06 11:35:36,69.95,49.9,50.41,
3719,2022/07/06 11:45:36,69.82,50.1,50.40,
3720,2022/07/06 11:55:36,69.67,50.2,50.32,
3721,2022/07/06 12:05:36,69.54,50.3,50.26,
3722,2022/07/06 12:15:36,69.52,50.4,50.28,
3723,2022/07/06 12:25:36,69.54,50.4,50.31,
3724,2022/07/06 12:35:36,69.79,50.3,50.47,
3725,2022/07/06 12:45:36,70.05,50.0,50.56,
3726,2022/07/06 12:55:36,70.25,49.9,50.69,
3727,2022/07/06 13:05:36,70.23,49.9,50.67,
3728,2022/07/06 13:15:36,70.03,50.0,50.54,
3729,2022/07/06 13:25:36,69.84,50.2,50.47,
3730,2022/07/06 13:35:36,69.77,50.3,50.45,
3731,2022/07/06 13:45:36,69.67,50.5,50.48,
3732,2022/07/06 13:55:36,69.56,50.6,50.43,
3733,2022/07/06 14:05:36,69.52,50.6,50.38,
3734,2022/07/06 14:15:36,69.49,50.7,50.42,
3735,2022/07/06 14:25:36,69.49,50.8,50.47,
3736,2022/07/06 14:35:36,69.49,50.8,50.47,
3737,2022/07/06 14:45:36,69.62,50.8,50.59,
3738,2022/07/06 14:55:36,69.82,50.8,50.77,
3739,2022/07/06 15:05:36,70.03,50.5,50.81,
3740,2022/07/06 15:15:36,70.23,50.3,50.88,
3741,2022/07/06 15:25:36,70.38,50.1,50.91,
3742,2022/07/06 15:35:36,70.51,50.0,50.97,
3743,2022/07/06 15:45:36,70.66,49.9,51.07,
3744,2022/07/06 15:55:36,70.73,49.8,51.08,
3745,2022/07/06 16:05:36,70.78,49.7,51.06,
3746,2022/07/06 16:15:36,70.87,49.6,51.09,
3747,2022/07/06 16:25:36,70.87,49.5,51.03,
3748,2022/07/06 16:35:36,70.81,49.6,51.03,
3749,2022/07/06 16:45:36,70.71,49.7,51.01,
3750,2022/07/06 16:55:36,70.56,49.8,50.91,
3751,2022/07/06 17:05:36,70.40,49.8,50.76,
3752,2022/07/06 17:15:36,70.28,49.8,50.66,
3753,2022/07/06 17:25:36,70.23,49.9,50.67,
3754,2022/07/06 17:35:36,70.10,50.0,50.61,
3755,2022/07/06 17:45:36,70.10,50.0,50.61,
3756,2022/07/06 17:55:36,70.10,50.0,50.61,
3757,2022/07/06 18:05:36,70.05,50.0,50.56,
3758,2022/07/06 18:15:36,70.05,50.0,50.56,
3759,2022/07/06 18:25:36,70.03,50.0,50.54,
3760,2022/07/06 18:35:36,70.03,50.0,50.54,
3761,2022/07/06 18:45:36,69.97,50.0,50.48,
3762,2022/07/06 18:55:36,70.00,50.0,50.51,
3763,2022/07/06 19:05:36,69.92,50.1,50.50,
3764,2022/07/06 19:15:36,69.87,50.1,50.45,
3765,2022/07/06 19:25:36,69.87,50.1,50.45,
3766,2022/07/06 19:35:36,69.82,50.1,50.40,
3767,2022/07/06 19:45:36,69.79,50.1,50.36,
3768,2022/07/06 19:55:36,69.77,50.1,50.35,
3769,2022/07/06 20:05:36,69.87,50.1,50.45,
3770,2022/07/06 20:15:36,70.10,49.9,50.55,
3771,2022/07/06 20:25:36,70.28,49.7,50.61,
3772,2022/07/06 20:35:36,70.48,49.5,50.68,
3773,2022/07/06 20:45:36,70.68,49.3,50.76,
3774,2022/07/06 20:55:36,70.61,49.2,50.64,
3775,2022/07/06 21:05:36,70.53,49.2,50.57,
3776,2022/07/06 21:15:36,70.38,49.4,50.53,
3777,2022/07/06 21:25:36,70.25,49.4,50.41,
3778,2022/07/06 21:35:36,70.10,49.5,50.34,
3779,2022/07/06 21:45:36,70.05,49.5,50.29,
3780,2022/07/06 21:55:36,69.97,49.6,50.26,
3781,2022/07/06 22:05:36,69.95,49.6,50.24,
3782,2022/07/06 22:15:36,69.84,49.7,50.20,
3783,2022/07/06 22:25:36,69.79,49.7,50.15,
3784,2022/07/06 22:35:36,69.79,49.7,50.15,
3785,2022/07/06 22:45:36,69.67,49.7,50.05,
3786,2022/07/06 22:55:36,69.69,49.8,50.12,
3787,2022/07/06 23:05:36,69.87,49.8,50.28,
3788,2022/07/06 23:15:36,70.05,49.6,50.34,
3789,2022/07/06 23:25:36,70.25,49.3,50.36,
3790,2022/07/06 23:35:36,70.53,49.2,50.57,
3791,2022/07/06 23:45:36,70.63,49.1,50.60,
3792,2022/07/06 23:55:36,70.58,49.1,50.55,
3793,2022/07/07 00:05:36,70.43,49.2,50.47,
3794,2022/07/07 00:15:36,70.20,49.3,50.31,
3795,2022/07/07 00:25:36,70.10,49.4,50.28,
3796,2022/07/07 00:35:36,69.95,49.5,50.19,
3797,2022/07/07 00:45:36,69.92,49.6,50.23,
3798,2022/07/07 00:55:36,69.79,49.7,50.15,
3799,2022/07/07 01:05:36,69.74,49.8,50.17,
3800,2022/07/07 01:15:36,69.72,49.8,50.15,
3801,2022/07/07 01:25:36,69.69,49.9,50.17,
3802,2022/07/07 01:35:36,69.64,50.0,50.18,
3803,2022/07/07 01:45:36,69.62,50.1,50.21,
3804,2022/07/07 01:55:36,69.64,50.1,50.23,
3805,2022/07/07 02:05:36,69.64,50.2,50.28,
3806,2022/07/07 02:15:36,69.59,50.2,50.23,
3807,2022/07/07 02:25:36,69.62,50.3,50.32,
3808,2022/07/07 02:35:36,69.62,50.4,50.37,
3809,2022/07/07 02:45:36,69.59,50.4,50.34,
3810,2022/07/07 02:55:36,69.56,50.5,50.38,
3811,2022/07/07 03:05:36,69.59,50.6,50.45,
3812,2022/07/07 03:15:36,69.62,50.7,50.53,
3813,2022/07/07 03:25:36,69.54,50.7,50.47,
3814,2022/07/07 03:35:36,69.54,50.8,50.52,
3815,2022/07/07 03:45:36,69.49,50.8,50.47,
3816,2022/07/07 03:55:36,69.72,50.7,50.63,
3817,2022/07/07 04:05:36,69.90,50.5,50.69,
3818,2022/07/07 04:15:36,70.15,50.3,50.80,
3819,2022/07/07 04:25:36,70.35,50.0,50.84,
3820,2022/07/07 04:35:36,70.35,49.9,50.78,
3821,2022/07/07 04:45:36,70.20,49.9,50.64,
3822,2022/07/07 04:55:36,70.10,50.0,50.61,
3823,2022/07/07 05:05:36,69.90,50.0,50.42,
3824,2022/07/07 05:15:36,69.69,50.1,50.28,
3825,2022/07/07 05:25:36,69.64,50.1,50.23,
3826,2022/07/07 05:35:36,69.56,50.2,50.22,
3827,2022/07/07 05:45:36,69.72,50.1,50.31,
3828,2022/07/07 05:55:36,69.92,49.8,50.33,
3829,2022/07/07 06:05:36,70.18,49.6,50.46,
3830,2022/07/07 06:15:36,70.30,49.5,50.52,
3831,2022/07/07 06:25:36,70.20,49.5,50.42,
3832,2022/07/07 06:35:36,70.05,49.6,50.34,
3833,2022/07/07 06:45:36,69.90,49.7,50.26,
3834,2022/07/07 06:55:36,69.77,49.8,50.19,
3835,2022/07/07 07:05:36,69.64,49.8,50.07,
3836,2022/07/07 07:15:36,69.59,49.9,50.07,
3837,2022/07/07 07:25:36,69.54,50.0,50.09,
3838,2022/07/07 07:35:36,69.54,50.0,50.09,
3839,2022/07/07 07:45:36,69.72,49.9,50.21,
3840,2022/07/07 07:55:36,69.90,49.7,50.26,
3841,2022/07/07 08:05:36,70.08,49.6,50.37,
3842,2022/07/07 08:15:36,70.23,49.4,50.40,
3843,2022/07/07 08:25:36,70.25,49.4,50.41,
3844,2022/07/07 08:35:36,70.08,49.4,50.26,
3845,2022/07/07 08:45:36,69.90,49.5,50.15,
3846,2022/07/07 08:55:36,69.74,49.6,50.06,
3847,2022/07/07 09:05:36,69.64,49.7,50.01,
3848,2022/07/07 09:15:36,69.52,49.8,49.95,
3849,2022/07/07 09:25:36,69.52,49.9,50.01,
3850,2022/07/07 09:35:36,69.62,49.9,50.11,
3851,2022/07/07 09:45:36,69.79,49.7,50.15,
3852,2022/07/07 09:55:36,70.00,49.5,50.24,
3853,2022/07/07 10:05:36,70.13,49.4,50.30,
3854,2022/07/07 10:15:36,70.18,49.2,50.24,
3855,2022/07/07 10:25:36,70.10,49.4,50.28,
3856,2022/07/07 10:35:36,69.95,49.4,50.13,
3857,2022/07/07 10:45:36,69.84,49.6,50.14,
3858,2022/07/07 10:55:36,69.62,49.7,50.00,
3859,2022/07/07 11:05:36,69.52,49.8,49.95,
3860,2022/07/07 11:15:36,69.44,49.9,49.94,
3861,2022/07/07 11:25:36,69.52,50.0,50.06,
3862,2022/07/07 11:35:36,69.74,49.8,50.17,
3863,2022/07/07 11:45:36,69.92,49.7,50.28,
3864,2022/07/07 11:55:36,70.05,49.5,50.29,
3865,2022/07/07 12:05:36,70.13,49.4,50.30,
3866,2022/07/07 12:15:36,70.05,49.5,50.29,
3867,2022/07/07 12:25:36,69.87,49.6,50.18,
3868,2022/07/07 12:35:36,69.79,49.7,50.15,
3869,2022/07/07 12:45:36,69.67,49.8,50.10,
3870,2022/07/07 12:55:36,69.54,49.9,50.04,
3871,2022/07/07 13:05:36,69.41,50.0,49.96,
3872,2022/07/07 13:15:36,69.36,50.1,49.98,
3873,2022/07/07 13:25:36,69.41,50.2,50.07,
3874,2022/07/07 13:35:36,69.54,50.1,50.15,
3875,2022/07/07 13:45:36,69.72,49.8,50.15,
3876,2022/07/07 13:55:36,70.00,49.6,50.29,
3877,2022/07/07 14:05:36,70.23,49.4,50.40,
3878,2022/07/07 14:15:36,70.23,49.4,50.40,
3879,2022/07/07 14:25:36,70.05,49.4,50.23,
3880,2022/07/07 14:35:36,69.97,49.5,50.20,
3881,2022/07/07 14:45:36,69.92,49.6,50.23,
3882,2022/07/07 14:55:36,69.90,49.6,50.21,
3883,2022/07/07 15:05:36,69.95,49.7,50.30,
3884,2022/07/07 15:15:36,70.05,49.7,50.40,
3885,2022/07/07 15:25:36,70.18,49.6,50.46,
3886,2022/07/07 15:35:36,70.33,49.6,50.59,
3887,2022/07/07 15:45:36,70.46,49.5,50.67,
3888,2022/07/07 15:55:36,70.68,49.4,50.81,
3889,2022/07/07 16:05:36,70.78,49.3,50.84,
3890,2022/07/07 16:15:36,70.91,49.2,50.92,
3891,2022/07/07 16:25:36,71.02,49.1,50.96,
3892,2022/07/07 16:35:36,71.07,49.1,51.01,
3893,2022/07/07 16:45:36,71.17,49.1,51.09,
3894,2022/07/07 16:55:36,71.19,49.0,51.05,
3895,2022/07/07 17:05:36,71.25,49.0,51.12,
3896,2022/07/07 17:15:36,71.25,49.0,51.12,
3897,2022/07/07 17:25:36,71.27,49.0,51.14,
3898,2022/07/07 17:35:36,71.27,48.9,51.08,
3899,2022/07/07 17:45:36,71.19,49.0,51.05,
3900,2022/07/07 17:55:36,71.17,49.0,51.04,
3901,2022/07/07 18:05:36,71.07,49.0,50.95,
3902,2022/07/07 18:15:36,71.07,49.1,51.01,
3903,2022/07/07 18:25:36,71.04,49.1,50.98,
3904,2022/07/07 18:35:36,71.02,49.1,50.96,
3905,2022/07/07 18:45:36,70.97,49.2,50.96,
3906,2022/07/07 18:55:36,70.91,49.2,50.92,
3907,2022/07/07 19:05:36,70.89,49.2,50.90,
3908,2022/07/07 19:15:36,70.76,49.2,50.77,
3909,2022/07/07 19:25:36,70.81,49.3,50.87,
3910,2022/07/07 19:35:36,70.76,49.3,50.82,
3911,2022/07/07 19:45:36,70.71,49.3,50.79,
3912,2022/07/07 19:55:36,70.68,49.4,50.81,
3913,2022/07/07 20:05:36,70.63,49.4,50.76,
3914,2022/07/07 20:15:36,70.63,49.5,50.82,
3915,2022/07/07 20:25:36,70.68,49.5,50.87,
3916,2022/07/07 20:35:36,70.76,49.5,50.93,
3917,2022/07/07 20:45:36,70.78,49.6,51.00,
3918,2022/07/07 20:55:36,70.87,49.6,51.09,
3919,2022/07/07 21:05:36,70.87,49.7,51.14,
3920,2022/07/07 21:15:36,70.94,49.7,51.21,
3921,2022/07/07 21:25:36,70.97,50.0,51.40,
3922,2022/07/07 21:35:36,70.99,50.2,51.53,
3923,2022/07/07 21:45:36,70.99,50.4,51.63,
3924,2022/07/07 21:55:36,70.94,50.5,51.64,
3925,2022/07/07 22:05:36,70.94,50.6,51.69,
3926,2022/07/07 22:15:36,70.84,50.8,51.72,
3927,2022/07/07 22:25:36,70.78,50.9,51.70,
3928,2022/07/07 22:35:36,70.81,51.0,51.79,
3929,2022/07/07 22:45:36,70.73,51.2,51.83,
3930,2022/07/07 22:55:36,70.68,51.3,51.83,
3931,2022/07/07 23:05:36,70.68,51.3,51.83,
3932,2022/07/07 23:15:36,70.66,51.4,51.87,
3933,2022/07/07 23:25:36,70.68,51.4,51.88,
3934,2022/07/07 23:35:36,70.68,51.5,51.94,
3935,2022/07/07 23:45:36,70.58,51.4,51.79,
3936,2022/07/07 23:55:36,70.63,51.5,51.89,
3937,2022/07/08 00:05:36,70.63,51.5,51.89,
3938,2022/07/08 00:15:36,70.63,51.5,51.89,
3939,2022/07/08 00:25:36,70.56,51.6,51.87,
3940,2022/07/08 00:35:36,70.51,51.6,51.82,
3941,2022/07/08 00:45:36,70.51,51.6,51.82,
3942,2022/07/08 00:55:36,70.53,51.6,51.86,
3943,2022/07/08 01:05:36,70.48,51.6,51.81,
3944,2022/07/08 01:15:36,70.53,51.7,51.91,
3945,2022/07/08 01:25:36,70.46,51.7,51.84,
3946,2022/07/08 01:35:36,70.48,51.7,51.86,
3947,2022/07/08 01:45:36,70.53,51.8,51.96,
3948,2022/07/08 01:55:36,70.48,51.8,51.91,
3949,2022/07/08 02:05:36,70.46,51.8,51.90,
3950,2022/07/08 02:15:36,70.48,51.8,51.91,
3951,2022/07/08 02:25:36,70.46,51.9,51.95,
3952,2022/07/08 02:35:36,70.43,51.9,51.92,
3953,2022/07/08 02:45:36,70.46,52.0,52.00,
3954,2022/07/08 02:55:36,70.46,52.0,52.00,
3955,2022/07/08 03:05:36,70.43,52.1,52.02,
3956,2022/07/08 03:15:36,70.40,52.1,51.99,
3957,2022/07/08 03:25:36,70.40,52.2,52.04,
3958,2022/07/08 03:35:36,70.38,52.2,52.02,
3959,2022/07/08 03:45:36,70.35,52.2,52.01,
3960,2022/07/08 03:55:36,70.35,52.3,52.06,
3961,2022/07/08 04:05:36,70.30,52.4,52.06,
3962,2022/07/08 04:15:36,70.25,52.4,52.01,
3963,2022/07/08 04:25:36,70.23,52.4,51.99,
3964,2022/07/08 04:35:36,70.15,52.5,51.96,
3965,2022/07/08 04:45:36,70.13,52.5,51.94,
3966,2022/07/08 04:55:36,70.08,52.4,51.86,
3967,2022/07/08 05:05:36,69.97,52.5,51.79,
3968,2022/07/08 05:15:36,70.03,52.5,51.86,
3969,2022/07/08 05:25:36,69.95,52.4,51.73,
3970,2022/07/08 05:35:36,69.82,52.4,51.61,
3971,2022/07/08 05:45:36,69.82,52.4,51.61,
3972,2022/07/08 05:55:36,69.72,52.4,51.53,
3973,2022/07/08 06:05:36,69.64,52.4,51.44,
3974,2022/07/08 06:15:36,69.62,52.3,51.38,
3975,2022/07/08 06:25:36,69.56,52.3,51.32,
3976,2022/07/08 06:35:36,69.62,52.3,51.38,
3977,2022/07/08 06:45:36,69.90,51.9,51.43,
3978,2022/07/08 06:55:36,70.10,51.6,51.46,
3979,2022/07/08 07:05:36,70.33,51.2,51.45,
3980,2022/07/08 07:15:36,70.30,51.1,51.38,
3981,2022/07/08 07:25:36,70.18,51.1,51.26,
3982,2022/07/08 07:35:36,70.03,51.2,51.18,
3983,2022/07/08 07:45:36,69.82,51.2,50.98,
3984,2022/07/08 07:55:36,69.72,51.3,50.95,
3985,2022/07/08 08:05:36,69.67,51.3,50.90,
3986,2022/07/08 08:15:36,69.59,51.4,50.87,
3987,2022/07/08 08:25:36,69.59,51.4,50.87,
3988,2022/07/08 08:35:36,69.69,51.3,50.92,
3989,2022/07/08 08:45:36,69.95,51.1,51.05,
3990,2022/07/08 08:55:36,70.08,50.8,51.02,
3991,2022/07/08 09:05:36,70.30,50.6,51.11,
3992,2022/07/08 09:15:36,70.25,50.6,51.06,
3993,2022/07/08 09:25:36,70.05,50.7,50.93,
3994,2022/07/08 09:35:36,69.95,50.8,50.89,
3995,2022/07/08 09:45:36,69.77,50.9,50.77,
3996,2022/07/08 09:55:36,69.67,51.0,50.74,
3997,2022/07/08 10:05:36,69.62,51.1,50.75,
3998,2022/07/08 10:15:36,69.56,51.1,50.70,
3999,2022/07/08 10:25:36,69.56,51.2,50.75,
4000,2022/07/08 10:35:36,69.74,51.0,50.81,
4001,2022/07/08 10:45:36,69.97,50.8,50.90,
4002,2022/07/08 10:55:36,70.20,50.6,51.01,
4003,2022/07/08 11:05:36,70.18,50.6,51.00,
4004,2022/07/08 11:15:36,70.05,50.8,50.99,
4005,2022/07/08 11:25:36,69.97,51.0,51.01,
4006,2022/07/08 11:35:36,69.82,51.2,50.98,
4007,2022/07/08 11:45:36,69.67,51.3,50.90,
4008,2022/07/08 11:55:36,69.56,51.5,50.91,
4009,2022/07/08 12:05:36,69.52,51.5,50.86,
4010,2022/07/08 12:15:36,69.41,51.7,50.86,
4011,2022/07/08 12:25:36,69.34,51.8,50.85,
4012,2022/07/08 12:35:36,69.46,51.7,50.91,
4013,2022/07/08 12:45:36,69.67,51.4,50.95,
4014,2022/07/08 12:55:36,69.90,51.1,51.01,
4015,2022/07/08 13:05:36,70.15,50.9,51.12,
4016,2022/07/08 13:15:36,70.13,50.8,51.05,
4017,2022/07/08 13:25:36,69.95,51.0,50.99,
4018,2022/07/08 13:35:36,69.79,51.1,50.90,
4019,2022/07/08 13:45:36,69.64,51.4,50.92,
4020,2022/07/08 13:55:36,69.56,51.4,50.85,
4021,2022/07/08 14:05:36,69.46,51.5,50.81,
4022,2022/07/08 14:15:36,69.41,51.7,50.86,
4023,2022/07/08 14:25:36,69.62,51.6,51.01,
4024,2022/07/08 14:35:36,70.00,51.3,51.20,
4025,2022/07/08 14:45:36,70.43,51.0,51.44,
4026,2022/07/08 14:55:36,70.97,50.5,51.67,
